Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
2715.0,92,21,30.0,10,1298,247.0,202,73,2240,Lodgepole Pine,1,23
2705.0,77,15,0.0,0,1273,238.0,211,100,2216,Aspen,1,23
2701.0,40,11,0.0,0,1249,221.0,216,128,2193,Aspen,1,23
2700.0,24,14,30.0,2,1224,212.0,209,131,2170,Aspen,1,23
2695.0,21,19,42.0,1,1200,205.0,197,124,2148,Aspen,1,23
2692.0,0,20,67.0,0,1176,186.0,198,146,2125,Aspen,1,29
2696.0,3,20,85.0,15,1153,189.0,198,143,2103,Aspen,1,29
2692.0,28,21,90.0,6,1129,207.0,191,112,2081,Lodgepole Pine,1,29
2685.0,31,21,90.0,9,1106,209.0,189,107,2059,Lodgepole Pine,1,29
2680.0,26,21,85.0,30,1084,204.0,188,113,2037,Lodgepole Pine,1,29
2675.0,29,23,67.0,25,1062,205.0,186,106,2015,Lodgepole Pine,1,29
2668.0,32,23,60.0,18,1040,208.0,186,101,1994,Lodgepole Pine,1,29
2661.0,21,19,60.0,11,1018,204.0,195,122,1973,Lodgepole Pine,1,29
2660.0,354,17,60.0,10,997,190.0,209,155,1952,Lodgepole Pine,1,29
2663.0,338,18,60.0,15,977,179.0,212,171,1931,Lodgepole Pine,1,29
2668.0,335,18,60.0,21,957,176.0,213,175,1911,Lodgepole Pine,1,29
2673.0,339,17,67.0,25,937,182.0,214,170,1891,Lodgepole Pine,1,29
2675.0,352,15,85.0,27,918,193.0,213,158,1871,Lodgepole Pine,1,29
2675.0,32,14,108.0,34,900,216.0,208,125,1852,Lodgepole Pine,1,12
2671.0,80,27,134.0,33,882,244.0,186,64,1832,Lodgepole Pine,1,12
2643.0,93,27,162.0,11,865,250.0,186,64,1813,Lodgepole Pine,1,12
2632.0,106,19,180.0,-2,849,248.0,214,87,1794,Lodgepole Pine,1,29
2623.0,114,17,180.0,-7,834,247.0,220,96,1776,Lodgepole Pine,1,29
2614.0,122,16,175.0,5,819,246.0,226,103,1758,Lodgepole Pine,1,29
2607.0,148,10,162.0,-1,805,234.0,239,136,1740,Lodgepole Pine,1,29
2607.0,217,7,153.0,-1,792,212.0,247,171,1723,Lodgepole Pine,1,29
2612.0,255,5,134.0,-1,780,207.0,243,174,1706,Lodgepole Pine,1,29
2615.0,351,3,108.0,1,769,214.0,234,158,1689,Lodgepole Pine,1,29
2612.0,45,7,85.0,-1,759,222.0,224,137,1673,Lodgepole Pine,1,29
2607.0,45,5,60.0,-4,750,222.0,228,142,1657,Lodgepole Pine,1,29
2608.0,263,4,30.0,-3,742,210.0,241,170,1641,Lodgepole Pine,1,20
2612.0,240,8,0.0,0,735,205.0,247,179,1626,Lodgepole Pine,1,20
2615.0,220,7,0.0,0,730,212.0,247,172,1611,Lodgepole Pine,1,12
2618.0,142,6,30.0,-1,726,229.0,239,143,1597,Lodgepole Pine,1,12
2612.0,36,2,60.0,-4,722,219.0,234,152,1583,Lodgepole Pine,1,12
2616.0,307,15,90.0,6,721,179.0,230,191,1570,Lodgepole Pine,1,12
2625.0,315,17,120.0,10,720,173.0,224,190,1557,Lodgepole Pine,1,29
2629.0,342,13,150.0,20,720,193.0,221,166,1544,Lodgepole Pine,1,29
2628.0,25,11,120.0,18,720,215.0,216,137,1532,Lodgepole Pine,1,29
2623.0,9,8,90.0,6,721,211.0,224,150,1521,Lodgepole Pine,1,29
2628.0,317,8,60.0,8,722,199.0,233,174,1510,Lodgepole Pine,1,20
2631.0,345,5,30.0,6,726,209.0,231,160,1499,Lodgepole Pine,1,20
2629.0,18,7,0.0,0,730,215.0,226,148,1489,Lodgepole Pine,1,20
2626.0,326,5,0.0,0,735,206.0,234,166,1480,Lodgepole Pine,1,20
2632.0,269,13,30.0,6,742,185.0,244,199,1471,Lodgepole Pine,1,20
2642.0,262,17,60.0,16,750,175.0,246,209,1463,Lodgepole Pine,1,30
2651.0,265,16,85.0,22,759,177.0,245,206,1455,Lodgepole Pine,1,30
2660.0,274,15,108.0,31,769,179.0,243,203,1448,Lodgepole Pine,1,30
2668.0,286,12,134.0,39,779,186.0,240,194,1442,Lodgepole Pine,1,30
2672.0,295,11,162.0,43,787,190.0,237,187,1436,Lodgepole Pine,1,29
2678.0,343,7,190.0,36,797,205.0,229,162,1430,Lodgepole Pine,1,29
2674.0,14,12,218.0,32,808,208.0,214,141,1426,Lodgepole Pine,1,29
2674.0,343,17,247.0,32,819,184.0,212,166,1421,Lodgepole Pine,1,29
2680.0,349,18,277.0,38,832,185.0,208,160,1418,Lodgepole Pine,1,29
2678.0,7,17,306.0,25,845,198.0,205,142,1415,Lodgepole Pine,1,29
2677.0,343,15,335.0,24,860,189.0,217,165,1413,Lodgepole Pine,1,29
2682.0,315,17,362.0,29,872,173.0,224,190,1411,Lodgepole Pine,1,29
2690.0,312,17,390.0,36,858,173.0,226,192,1410,Lodgepole Pine,1,29
2695.0,329,12,418.0,41,841,190.0,225,174,1410,Lodgepole Pine,1,29
2697.0,14,12,446.0,36,824,209.0,216,143,1410,Lodgepole Pine,1,29
2693.0,36,17,474.0,32,808,217.0,202,115,1411,Lodgepole Pine,1,29
2687.0,41,20,503.0,20,793,218.0,193,101,1413,Lodgepole Pine,1,29
2679.0,40,19,531.0,12,778,218.0,194,104,1415,Lodgepole Pine,1,29
2673.0,38,17,553.0,6,765,218.0,200,112,1418,Lodgepole Pine,1,29
2667.0,29,12,576.0,0,750,216.0,213,131,1421,Lodgepole Pine,1,29
2667.0,22,8,600.0,0,732,215.0,222,144,1426,Lodgepole Pine,1,29
2664.0,50,8,624.0,-2,716,224.0,223,133,1430,Lodgepole Pine,1,29
2660.0,75,8,649.0,-6,700,230.0,225,127,1436,Lodgepole Pine,1,29
3208.0,315,3,524.0,66,2758,211.0,237,164,4683,Spruce/Fir,1,39
3208.0,349,4,497.0,66,2784,213.0,233,158,4654,Spruce/Fir,1,39
3208.0,352,5,470.0,66,2809,211.0,231,158,4624,Spruce/Fir,1,39
3208.0,27,7,443.0,66,2835,218.0,225,144,4595,Spruce/Fir,1,39
3205.0,22,8,417.0,63,2862,215.0,222,144,4566,Spruce/Fir,1,39
3205.0,9,10,391.0,63,2888,209.0,221,149,4536,Spruce/Fir,1,39
3205.0,25,10,366.0,63,2914,215.0,219,140,4507,Spruce/Fir,1,39
3201.0,55,14,342.0,59,2940,228.0,210,112,4478,Spruce/Fir,1,23
3191.0,62,15,319.0,49,2967,231.0,208,106,4448,Spruce/Fir,1,23
3185.0,50,11,297.0,43,2993,225.0,217,125,4419,Spruce/Fir,1,23
3182.0,40,12,277.0,40,3019,221.0,213,125,4390,Spruce/Fir,1,23
3178.0,36,13,258.0,36,3046,219.0,210,124,4360,Spruce/Fir,1,23
3175.0,38,11,242.0,33,3073,220.0,216,129,4331,Spruce/Fir,1,23
3172.0,31,7,228.0,30,3099,218.0,225,143,4302,Spruce/Fir,1,23
3172.0,52,8,218.0,30,3126,225.0,223,132,4272,Spruce/Fir,1,23
3165.0,71,12,212.0,23,3153,233.0,216,113,4243,Spruce/Fir,1,23
3159.0,66,9,210.0,17,3180,229.0,223,127,4214,Spruce/Fir,1,23
3155.0,0,2,210.0,13,3207,216.0,235,156,4185,Spruce/Fir,1,23
3159.0,135,2,212.0,17,3234,223.0,238,151,4155,Spruce/Fir,1,23
3155.0,108,8,218.0,13,3261,233.0,232,130,4126,Spruce/Fir,1,23
3149.0,79,4,228.0,7,3288,224.0,233,144,4097,Spruce/Fir,1,23
3149.0,349,4,242.0,7,3315,213.0,233,158,4068,Spruce/Fir,1,23
3149.0,45,4,247.0,7,3342,221.0,231,146,4039,Spruce/Fir,1,23
3146.0,72,5,256.0,4,3369,225.0,231,141,4009,Spruce/Fir,1,23
3146.0,49,5,268.0,4,3396,222.0,229,143,3980,Spruce/Fir,1,23
3142.0,2,6,283.0,0,3424,211.0,228,154,3951,Spruce/Fir,1,23
3146.0,347,8,300.0,7,3451,204.0,227,161,3922,Spruce/Fir,1,23
3146.0,358,6,319.0,14,3479,210.0,228,156,3893,Spruce/Fir,1,29
3146.0,328,4,339.0,20,3506,209.0,234,164,3864,Spruce/Fir,1,29
3146.0,315,5,361.0,20,3534,206.0,236,168,3834,Spruce/Fir,1,29
3149.0,2,6,382.0,30,3561,212.0,229,154,3805,Spruce/Fir,1,29
3149.0,45,10,404.0,33,3589,223.0,218,129,3776,Spruce/Fir,1,29
3142.0,63,10,424.0,29,3616,229.0,221,124,3747,Spruce/Fir,1,29
3139.0,85,12,446.0,23,3644,237.0,220,112,3718,Spruce/Fir,1,29
3132.0,87,13,467.0,19,3672,239.0,218,108,3689,Spruce/Fir,1,29
3123.0,76,12,488.0,14,3699,235.0,217,111,3660,Spruce/Fir,1,29
3116.0,69,16,511.0,10,3727,235.0,207,99,3631,Spruce/Fir,1,29
3109.0,66,12,534.0,9,3755,232.0,215,114,3602,Spruce/Fir,1,29
3106.0,63,7,558.0,0,3783,226.0,226,134,3573,Spruce/Fir,1,29
3103.0,6,7,582.0,-2,3810,212.0,226,152,3544,Spruce/Fir,1,29
3106.0,356,12,604.0,-2,3838,201.0,219,155,3515,Spruce/Fir,1,29
3103.0,12,12,618.0,-2,3866,208.0,216,144,3486,Spruce/Fir,1,29
3103.0,5,11,633.0,3,3894,205.0,218,149,3457,Lodgepole Pine,1,29
3103.0,13,13,633.0,10,3922,207.0,214,142,3429,Lodgepole Pine,1,29
3100.0,19,13,618.0,14,3950,210.0,212,137,3400,Lodgepole Pine,1,29
3100.0,33,15,604.0,14,3978,216.0,207,123,3371,Lodgepole Pine,1,29
3093.0,38,15,591.0,7,4006,218.0,205,118,3342,Lodgepole Pine,1,29
3090.0,25,13,579.0,20,4034,213.0,212,133,3313,Lodgepole Pine,1,29
3086.0,36,13,569.0,22,4063,219.0,210,124,3284,Lodgepole Pine,1,29
3080.0,45,14,560.0,16,4091,223.0,208,116,3256,Lodgepole Pine,1,29
3073.0,59,17,553.0,9,4119,230.0,203,101,3227,Lodgepole Pine,1,29
3064.0,66,17,547.0,0,4147,234.0,203,95,3198,Lodgepole Pine,1,29
3057.0,67,12,534.0,7,4175,232.0,216,115,3170,Lodgepole Pine,1,29
3054.0,71,12,511.0,20,4204,233.0,216,113,3141,Lodgepole Pine,1,29
3047.0,68,16,488.0,13,4232,235.0,205,97,3112,Lodgepole Pine,1,29
3037.0,60,17,467.0,3,4260,231.0,203,100,3084,Lodgepole Pine,1,29
3031.0,53,17,446.0,13,4288,227.0,203,104,3055,Lodgepole Pine,1,29
3024.0,38,15,424.0,6,4317,218.0,205,118,3026,Lodgepole Pine,1,29
3021.0,8,14,404.0,10,4345,202.0,210,143,2998,Lodgepole Pine,1,29
3021.0,8,16,382.0,10,4374,200.0,207,142,2969,Lodgepole Pine,1,29
3018.0,18,18,361.0,20,4402,203.0,199,129,2941,Lodgepole Pine,1,29
3014.0,25,19,339.0,16,4430,207.0,195,118,2912,Lodgepole Pine,1,29
3008.0,41,21,319.0,13,4459,217.0,188,97,2884,Lodgepole Pine,1,29
2998.0,35,18,297.0,3,4487,215.0,198,113,2856,Lodgepole Pine,1,29
2998.0,4,13,277.0,3,4516,202.0,214,148,2827,Lodgepole Pine,1,29
2998.0,7,12,258.0,3,4544,205.0,215,147,2799,Lodgepole Pine,1,29
2995.0,41,15,242.0,10,4573,221.0,206,117,2771,Lodgepole Pine,1,29
2988.0,46,15,228.0,3,4601,224.0,206,113,2742,Lodgepole Pine,1,29
2985.0,25,12,216.0,0,4625,213.0,213,134,2714,Lodgepole Pine,1,29
2982.0,23,14,201.0,17,4646,211.0,209,132,2686,Lodgepole Pine,1,29
2978.0,25,15,190.0,13,4667,211.0,206,128,2658,Lodgepole Pine,1,29
2975.0,44,18,175.0,10,4688,221.0,197,104,2630,Lodgepole Pine,1,29
2965.0,45,16,162.0,0,4710,223.0,203,110,2602,Lodgepole Pine,1,29
2962.0,46,13,153.0,23,4731,224.0,211,119,2574,Lodgepole Pine,1,29
2955.0,64,17,150.0,23,4753,233.0,202,95,2546,Lodgepole Pine,1,29
2945.0,55,13,120.0,13,4774,228.0,211,113,2518,Spruce/Fir,1,29
2945.0,50,11,90.0,26,4796,225.0,217,125,2490,Spruce/Fir,1,29
2939.0,64,16,60.0,23,4818,233.0,206,100,2462,Spruce/Fir,1,29
2929.0,45,12,30.0,7,4840,223.0,213,122,2435,Spruce/Fir,1,29
2929.0,358,8,0.0,0,4862,208.0,226,155,2407,Spruce/Fir,1,16
2942.0,353,12,150.0,13,4995,199.0,218,157,2242,Lodgepole Pine,1,29
2936.0,48,18,180.0,7,5018,224.0,198,102,2215,Lodgepole Pine,1,16
2926.0,41,13,210.0,-2,5040,221.0,211,123,2188,Lodgepole Pine,1,16
2926.0,315,5,240.0,-2,5063,206.0,235,169,2160,Lodgepole Pine,1,29
2929.0,258,10,270.0,0,5086,195.0,246,189,2133,Lodgepole Pine,1,29
2936.0,251,13,300.0,7,5109,191.0,249,195,2106,Lodgepole Pine,1,29
2942.0,248,8,330.0,13,5132,204.0,246,180,2080,Lodgepole Pine,1,29
2945.0,265,9,360.0,16,5155,198.0,244,185,2053,Lodgepole Pine,1,29
2952.0,270,9,390.0,23,5178,195.0,244,187,2026,Lodgepole Pine,1,29
2955.0,276,7,400.0,39,5201,200.0,242,181,1999,Lodgepole Pine,1,29
2959.0,277,11,395.0,43,5224,190.0,242,191,1973,Lodgepole Pine,1,29
2965.0,267,14,391.0,49,5248,182.0,245,201,1947,Lodgepole Pine,1,29
2975.0,255,14,390.0,59,5271,187.0,248,199,1920,Lodgepole Pine,1,29
2982.0,225,7,391.0,66,5294,211.0,247,173,1894,Lodgepole Pine,1,29
2982.0,180,7,395.0,66,5318,223.0,244,156,1868,Lodgepole Pine,1,29
2982.0,211,10,400.0,66,5341,212.0,250,173,1842,Lodgepole Pine,1,29
2985.0,219,10,408.0,69,5365,208.0,250,177,1816,Lodgepole Pine,1,29
2988.0,227,12,418.0,72,5389,203.0,251,183,1790,Lodgepole Pine,1,29
2995.0,220,12,430.0,79,5412,206.0,251,181,1765,Lodgepole Pine,1,29
2998.0,223,10,443.0,82,5436,208.0,250,178,1739,Lodgepole Pine,1,29
3004.0,256,13,458.0,88,5460,190.0,248,196,1714,Lodgepole Pine,1,29
3011.0,275,9,474.0,95,5484,197.0,242,185,1689,Lodgepole Pine,1,29
3011.0,306,6,492.0,95,5508,202.0,236,174,1664,Lodgepole Pine,1,29
3014.0,319,4,511.0,98,5532,208.0,235,166,1639,Lodgepole Pine,1,29
3014.0,62,4,531.0,98,5556,223.0,232,145,1615,Lodgepole Pine,1,29
3011.0,67,5,552.0,95,5580,226.0,229,138,1590,Lodgepole Pine,1,29
3008.0,315,2,573.0,92,5569,214.0,237,161,1566,Lodgepole Pine,1,29
3014.0,239,4,595.0,98,5541,212.0,243,169,1542,Lodgepole Pine,1,29
3014.0,135,8,603.0,38,5512,234.0,237,134,1518,Lodgepole Pine,1,29
3008.0,108,14,573.0,32,5484,244.0,222,104,1495,Lodgepole Pine,1,29
2998.0,78,10,543.0,22,5455,233.0,222,120,1471,Lodgepole Pine,1,29
2997.0,328,7,514.0,21,5427,203.0,232,168,1448,Lodgepole Pine,1,23
3003.0,315,10,484.0,27,5398,193.0,232,178,1425,Lodgepole Pine,1,23
3004.0,325,8,454.0,28,5370,201.0,232,170,1403,Lodgepole Pine,1,29
3007.0,333,5,424.0,31,5341,208.0,233,164,1380,Lodgepole Pine,1,29
3008.0,326,5,395.0,32,5313,207.0,234,166,1358,Lodgepole Pine,1,29
3010.0,332,5,365.0,34,5284,209.0,234,163,1337,Lodgepole Pine,1,29
3009.0,337,4,335.0,33,5256,212.0,234,161,1315,Lodgepole Pine,1,29
3012.0,309,3,306.0,36,5227,211.0,237,165,1294,Lodgepole Pine,1,29
3013.0,67,2,277.0,37,5199,221.0,235,151,1273,Lodgepole Pine,1,29
3010.0,85,5,247.0,34,5171,228.0,231,137,1253,Lodgepole Pine,1,29
3007.0,88,7,218.0,31,5142,231.0,229,131,1233,Lodgepole Pine,1,29
3002.0,85,8,190.0,26,5114,232.0,227,128,1214,Lodgepole Pine,1,29
2997.0,75,7,162.0,21,5086,229.0,226,130,1195,Lodgepole Pine,1,29
2993.0,65,7,134.0,17,5057,227.0,226,134,1176,Lodgepole Pine,1,29
2991.0,56,7,108.0,15,5029,225.0,225,134,1158,Lodgepole Pine,1,20
2988.0,29,6,85.0,9,5001,218.0,227,145,1140,Lodgepole Pine,1,20
2988.0,16,8,67.0,9,4972,214.0,224,147,1123,Lodgepole Pine,1,20
2985.0,346,12,60.0,6,4944,197.0,221,162,1107,Lodgepole Pine,1,20
2991.0,330,17,67.0,12,4916,177.0,216,178,1091,Lodgepole Pine,1,29
2995.0,342,17,85.0,16,4888,182.0,212,167,1075,Lodgepole Pine,1,29
2997.0,340,17,108.0,21,4860,181.0,213,169,1061,Lodgepole Pine,1,29
3002.0,334,19,127.0,27,4831,173.0,211,176,1047,Lodgepole Pine,1,29
3006.0,340,21,150.0,33,4803,172.0,205,170,1033,Lodgepole Pine,1,29
3009.0,354,21,170.0,37,4775,180.0,198,153,1020,Lodgepole Pine,1,29
3008.0,359,21,192.0,41,4747,184.0,197,146,1008,Lodgepole Pine,1,29
3009.0,3,20,212.0,49,4719,189.0,198,143,997,Lodgepole Pine,1,29
3007.0,14,19,234.0,50,4691,198.0,196,131,987,Lodgepole Pine,1,29
3004.0,20,18,255.0,51,4663,204.0,198,126,977,Lodgepole Pine,1,29
3001.0,16,16,277.0,46,4635,204.0,204,133,968,Lodgepole Pine,1,29
3000.0,20,16,297.0,49,4607,207.0,204,130,960,Lodgepole Pine,1,29
2995.0,33,18,319.0,44,4579,214.0,199,115,953,Lodgepole Pine,1,29
2989.0,41,19,339.0,43,4551,219.0,195,104,947,Lodgepole Pine,1,29
2981.0,42,20,361.0,41,4524,219.0,192,100,942,Lodgepole Pine,1,29
2974.0,39,22,376.0,29,4496,215.0,187,98,938,Lodgepole Pine,1,29
2966.0,38,24,362.0,117,4468,212.0,186,91,934,Lodgepole Pine,1,29
2949.0,37,24,342.0,117,4412,211.0,186,92,930,Lodgepole Pine,1,29
2942.0,36,24,335.0,117,4385,211.0,186,95,930,Lodgepole Pine,1,29
2934.0,40,23,323.0,110,4357,215.0,186,91,930,Lodgepole Pine,1,29
2925.0,42,23,313.0,117,4329,217.0,186,92,932,Lodgepole Pine,1,29
2917.0,37,21,306.0,117,4302,214.0,188,100,934,Lodgepole Pine,1,29
2911.0,34,21,301.0,116,4274,211.0,189,105,938,Lodgepole Pine,1,29
2904.0,34,22,295.0,109,4246,211.0,186,102,942,Lodgepole Pine,1,29
2897.0,35,23,283.0,109,4219,211.0,186,97,947,Lodgepole Pine,1,29
2889.0,39,24,268.0,101,4191,213.0,186,91,953,Lodgepole Pine,1,29
2880.0,42,24,256.0,92,4164,216.0,186,87,960,Lodgepole Pine,1,29
2871.0,45,24,242.0,93,4137,218.0,186,84,968,Lodgepole Pine,1,29
2861.0,51,25,228.0,83,4109,223.0,186,76,977,Lodgepole Pine,1,29
2850.0,54,24,216.0,72,4082,226.0,186,76,987,Lodgepole Pine,1,29
2840.0,56,21,201.0,62,4054,229.0,191,85,997,Lodgepole Pine,1,29
2831.0,65,20,190.0,69,4027,234.0,195,83,1008,Lodgepole Pine,1,29
2820.0,68,20,182.0,58,4000,236.0,196,83,1020,Lodgepole Pine,1,29
2810.0,65,18,175.0,48,3973,234.0,200,91,1033,Lodgepole Pine,1,29
2801.0,68,18,153.0,35,3946,236.0,200,89,1047,Lodgepole Pine,1,22
2791.0,78,20,124.0,42,3918,241.0,200,81,1061,Lodgepole Pine,1,22
2781.0,89,21,95.0,32,3891,246.0,202,75,1075,Lodgepole Pine,1,22
2769.0,97,21,67.0,20,3864,249.0,205,74,1091,Lodgepole Pine,1,22
2758.0,101,17,42.0,9,3837,246.0,214,90,1107,Spruce/Fir,1,22
2751.0,102,12,30.0,5,3810,239.0,225,114,1123,Spruce/Fir,1,23
2747.0,87,5,0.0,0,3783,227.0,232,140,1140,Spruce/Fir,1,23
2745.0,317,8,30.0,0,3757,200.0,233,173,1158,Spruce/Fir,1,23
2752.0,314,15,42.0,9,3730,180.0,228,187,1176,Spruce/Fir,1,23
2758.0,344,13,60.0,16,3703,194.0,219,164,1195,Spruce/Fir,1,23
2755.0,8,14,67.0,16,3676,202.0,210,143,1214,Spruce/Fir,1,29
2754.0,350,15,85.0,15,3650,192.0,214,159,1233,Lodgepole Pine,1,29
2757.0,335,16,95.0,25,3623,181.0,216,173,1253,Lodgepole Pine,1,29
2762.0,333,18,108.0,28,3596,175.0,214,176,1273,Lodgepole Pine,1,29
2767.0,328,21,124.0,30,3570,169.5,211,183,1294,Lodgepole Pine,1,29
2774.0,324,23,134.0,35,3544,169.5,209,190,1315,Lodgepole Pine,1,29
2782.0,323,24,150.0,49,3517,169.5,208,191,1337,Lodgepole Pine,1,29
2790.0,319,24,170.0,57,3491,169.5,209,195,1358,Lodgepole Pine,1,29
2800.0,315,26,192.0,66,3465,169.5,210,201,1380,Lodgepole Pine,1,29
2810.0,313,26,212.0,79,3438,169.5,210,204,1403,Lodgepole Pine,1,29
2821.0,314,25,234.0,92,3412,169.5,211,202,1425,Lodgepole Pine,1,29
2831.0,319,24,255.0,99,3386,169.5,209,195,1448,Lodgepole Pine,1,29
2839.0,323,25,268.0,109,3360,169.5,206,191,1471,Lodgepole Pine,1,29
2847.0,325,25,283.0,113,3334,169.5,204,189,1495,Lodgepole Pine,1,29
2855.0,330,24,295.0,117,3308,169.5,203,182,1518,Lodgepole Pine,1,29
2860.0,334,23,309.0,117,3282,169.5,203,177,1532,Lodgepole Pine,1,29
2866.0,338,23,324.0,117,3257,169.5,200,172,1544,Lodgepole Pine,1,29
2870.0,347,24,342.0,117,3231,169.5,194,160,1557,Lodgepole Pine,1,29
2872.0,354,25,361.0,117,3206,170.0,188,150,1570,Lodgepole Pine,1,29
2873.0,352,25,382.0,117,3180,169.5,188,152,1583,Lodgepole Pine,1,29
2876.0,349,25,390.0,117,3155,169.5,189,156,1597,Lodgepole Pine,1,29
2878.0,353,26,390.0,117,3129,169.5,186,151,1611,Lodgepole Pine,1,29
2879.0,347,26,390.0,117,3104,169.5,188,159,1626,Lodgepole Pine,1,29
2885.0,349,26,391.0,117,3079,169.5,188,156,1641,Lodgepole Pine,1,29
2885.0,357,25,395.0,117,3054,172.0,186,145,1657,Lodgepole Pine,1,29
2887.0,352,23,400.0,117,3029,172.0,193,154,1673,Lodgepole Pine,1,29
2889.0,347,20,408.0,117,3004,178.0,204,162,1689,Lodgepole Pine,1,29
2892.0,357,16,418.0,117,2979,193.0,210,153,1706,Lodgepole Pine,1,29
2886.0,35,16,443.0,117,2930,217.0,204,118,1740,Lodgepole Pine,1,29
2879.0,32,13,458.0,117,2905,216.0,211,128,1758,Lodgepole Pine,1,29
2878.0,356,11,474.0,117,2881,202.0,220,155,1776,Lodgepole Pine,1,29
2880.0,354,12,492.0,117,2856,200.0,218,156,1794,Lodgepole Pine,1,29
2880.0,356,15,511.0,117,2832,194.0,212,154,1813,Lodgepole Pine,1,29
2882.0,342,20,531.0,117,2808,174.0,205,168,1832,Lodgepole Pine,1,29
2887.0,345,22,552.0,117,2784,171.0,199,163,1852,Lodgepole Pine,1,29
2888.0,346,23,560.0,117,2760,170.0,198,162,1871,Lodgepole Pine,1,29
2893.0,344,23,569.0,117,2736,169.5,199,165,1891,Lodgepole Pine,1,29
2895.0,354,22,579.0,117,2713,177.0,195,152,1911,Lodgepole Pine,1,29
2896.0,357,22,591.0,117,2689,181.0,195,148,1931,Lodgepole Pine,1,29
2896.0,1,21,603.0,117,2666,184.0,195,144,1952,Lodgepole Pine,1,29
2896.0,9,21,607.0,117,2643,191.0,193,134,1973,Lodgepole Pine,1,29
2893.0,18,20,612.0,117,2620,199.0,193,124,1994,Lodgepole Pine,1,29
2889.0,18,18,618.0,117,2597,202.0,198,128,2015,Lodgepole Pine,1,29
2887.0,22,17,626.0,117,2574,207.0,201,126,2037,Lodgepole Pine,1,29
2882.0,27,17,633.0,106,2551,211.0,201,122,2059,Lodgepole Pine,1,29
2879.0,26,17,607.0,103,2529,210.0,200,122,2081,Lodgepole Pine,1,29
2874.0,32,18,582.0,98,2506,212.0,197,114,2103,Lodgepole Pine,1,29
2868.0,28,17,558.0,92,2484,210.0,200,120,2125,Lodgepole Pine,1,29
2865.0,24,16,534.0,89,2462,210.0,205,128,2148,Lodgepole Pine,1,29
2860.0,13,13,510.0,84,2440,207.0,212,141,2170,Lodgepole Pine,1,29
2862.0,6,13,484.0,30,2419,204.0,215,147,2193,Lodgepole Pine,1,29
2859.0,11,12,458.0,35,2397,207.0,214,144,2216,Lodgepole Pine,1,29
2859.0,9,12,433.0,35,2376,206.0,215,146,2240,Lodgepole Pine,1,29
2858.0,357,12,408.0,34,2355,201.0,218,155,2263,Lodgepole Pine,1,29
2861.0,348,10,384.0,30,2334,201.0,223,161,2287,Lodgepole Pine,1,29
2861.0,24,9,360.0,30,2313,215.0,220,141,2310,Lodgepole Pine,1,29
2856.0,41,10,330.0,25,2293,222.0,217,130,2334,Lodgepole Pine,1,29
2853.0,32,9,300.0,48,2272,218.0,220,137,2358,Lodgepole Pine,1,29
2851.0,8,7,270.0,46,2252,212.0,227,152,2382,Lodgepole Pine,1,29
2852.0,45,3,240.0,47,2232,220.0,232,148,2406,Lodgepole Pine,1,29
2848.0,101,7,210.0,43,2213,233.0,230,130,2431,Lodgepole Pine,1,29
2845.0,129,3,180.0,40,2193,225.0,237,147,2455,Lodgepole Pine,1,29
2846.0,130,4,150.0,41,2174,226.0,237,146,2480,Lodgepole Pine,1,29
2842.0,108,12,120.0,37,2155,240.0,226,115,2505,Lodgepole Pine,1,29
2834.0,106,16,90.0,29,2137,246.0,218,96,2529,Lodgepole Pine,1,29
2825.0,107,18,60.0,20,2118,248.0,216,89,2554,Lodgepole Pine,1,29
2815.0,107,18,30.0,10,2100,247.0,216,90,2579,Lodgepole Pine,1,29
2805.0,102,14,0.0,0,2082,243.0,221,104,2605,Lodgepole Pine,1,23
2799.0,73,6,0.0,0,2065,228.0,228,134,2630,Lodgepole Pine,1,23
2799.0,351,10,30.0,-1,2047,203.0,224,159,2655,Lodgepole Pine,1,23
2802.0,330,19,60.0,0,2030,173.0,214,179,2681,Lodgepole Pine,1,23
2809.0,324,24,67.0,17,2014,169.5,207,189,2706,Lodgepole Pine,1,29
2817.0,328,24,85.0,31,1997,169.5,204,185,2732,Lodgepole Pine,1,29
2824.0,339,22,108.0,42,1981,169.5,201,170,2758,Lodgepole Pine,1,29
2826.0,347,21,134.0,48,1965,175.0,202,161,2784,Lodgepole Pine,1,29
2829.0,348,20,162.0,52,1950,179.0,204,160,2809,Lodgepole Pine,1,29
2830.0,347,19,190.0,56,1935,180.0,206,162,2835,Lodgepole Pine,1,29
2834.0,359,18,212.0,64,1920,190.0,204,149,2862,Lodgepole Pine,1,29
2831.0,15,17,234.0,61,1906,203.0,204,134,2888,Lodgepole Pine,1,29
2829.0,14,13,258.0,59,1892,207.0,213,141,2876,Lodgepole Pine,1,29
2828.0,22,10,283.0,63,1878,214.0,218,140,2850,Lodgepole Pine,1,29
2825.0,41,10,309.0,65,1865,221.0,219,132,2825,Lodgepole Pine,1,29
2820.0,56,7,335.0,58,1852,225.0,225,134,2799,Lodgepole Pine,1,29
2817.0,74,4,361.0,59,1840,225.0,231,142,2773,Lodgepole Pine,1,29
